Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
Swaziland,SWZ,1970,366400,0.366400,0,0,0,0,0,0.827340
Sweden,SWE,1970,92287025,6.987248,83.286384,0,2.013393,0,0,11.496070
Switzerland,CHE,1970,40244319,2.154628,35.635643,0.084280,2.369769,0,0,6.510733
Syria,SYR,1970,6649929,0.003666,5.843634,0,0.476354,0.326276,0,1.052337
Taiwan,TWN,1970,28734026,10.627910,14.258471,1.721861,2.125785,0,0,1.920997
Tajikistan,TJK,1970,7697460,1.935518,4.603108,0.968938,0.189897,0,0,2.571805
Tanzania,TZA,1970,1765365,0.010992,1.670784,0,0.083589,0,0,0.129633
Thailand,THA,1970,15352543,0.461664,13.593440,0,1.297439,0,0,0.428941
Tunisia,TUN,1970,3738743,0.363092,3.095448,0.011003,0.269201,0,0,0.740726
Turkey,TUR,1970,42579228,17.480944,21.947360,0,3.150924,0,0,1.198032
Turkmenistan,TKM,1970,19870341,1.398749,11.709531,6.234509,0.527552,0,0,9.026098
Ukraine,UKR,1970,456293179,281.355212,117.790059,49.421629,7.726279,0,0,9.651058
United Kingdom,GBR,1970,652577395,352.909152,265.174672,23.105184,8.431539,2.956848,0,11.726423
Uruguay,URY,1970,5735803,0.058624,5.430048,0,0.247131,0,0,2.055648
Zimbabwe,ZWE,1970,8154132,6.551232,1.366672,0,0.236228,0,0,1.567223
Afghanistan,AFG,1971,1893554,0.359072,0.747456,0.439680,0.043234,0.304112,0,0.171893
Albania,ALB,1971,4348023,0.989280,2.938528,0.241824,0.178391,0,0,1.819400
Algeria,DZA,1971,18649531,0.901344,7.617456,0.674176,0.476091,8.980464,0,1.321699
Angola,AGO,1971,3405383,0.029281,1.643369,0.084181,0.261387,1.387164,0,0.551296
Argentina,ARG,1971,88847190,2.927536,69.319216,11.021312,2.735862,2.843264,0,3.667828
Armenia,ARM,1971,5514268,0.838693,3.121836,1.256194,0.202863,0.094682,0,2.128303
Australia,AUS,1971,152629587,74.261952,71.953632,4.100016,2.313987,0,0,11.746309
Austria,AUT,1971,52069098,15.046990,27.771167,6.558099,2.692842,0,0,6.943897
Azerbaijan,AZE,1971,33235584,0.404287,20.863273,11.358153,0.403469,0.206402,0,6.010909
Bahamas,BHS,1971,6723746,0.003664,6.309408,0,0.410674,0,0,36.455912
Bahrain,BHR,1971,3037456,0.036640,2.022528,0.978288,0,0,0,13.149616
Bangladesh,BGD,1971,3605832,0.551603,2.446895,0.596046,0.011288,0,0,0.052735
Belarus,BLR,1971,69775942,8.034140,53.864320,6.265709,1.143867,0.467907,0,7.554153
Belgium,BEL,1971,121370505,40.406592,66.750752,10.816128,3.397033,0,0,12.555922
Bolivia,BOL,1971,3058935,0.003660,1.866405,0.069533,0.061709,1.057629,0,0.652466
Bosnia and Herzegovina,BIH,1971,11473140,9.658843,1.600174,0.146787,0.067336,0,0,2.972900
Brazil,BRA,1971,102074603,8.984128,87.052976,0.249152,4.407019,1.381328,0,1.033496
Bulgaria,BGR,1971,64221559,32.140608,29.605120,0.567920,1.907911,0,0,7.427669
Cambodia,KHM,1971,219840,0.025648,0.194192,0,0,0,0,0.032830
Cameroon,CMR,1971,809179,0.003664,0.736464,0,0.069051,0,0,0.122097
Canada,CAN,1971,352287404,55.876000,220.327312,67.468896,4.068172,4.547024,0,16.094503
Chile,CHL,1971,27055229,5.152281,15.284613,2.491857,0.663530,3.462949,0,2.709756
China,CHN,1971,909209700,736.424280,120.090762,7.174082,13.124041,0.791421,31.605115,1.078176
Colombia,COL,1971,30281416,6.500722,18.109678,3.012172,1.398276,1.260568,0,1.414662
Croatia,HRV,1971,12420312,1.304896,9.349236,0.924500,0.841680,0,0,2.754392
Cuba,CUB,1971,19588659,0.139232,19.074784,0.003664,0.370979,0,0,2.170318
Cyprus,CYP,1971,1883533,0.003664,1.729408,0,0.150461,0,0,2.922866
Czech Republic,CZE,1971,161977429,132.286466,24.748134,2.312823,2.630006,0,0,16.500445
Democratic Republic of the Congo,COD,1971,2958670,0.875696,1.857648,0,0.225326,0,0,0.142842
Denmark,DNK,1971,57009548,5.737824,49.914672,0,1.357052,0,0,11.513624
Dominican Republic,DOM,1971,3518697,0.003664,3.220656,0,0.294377,0,0,0.764961
Egypt,EGY,1971,23012404,0.915854,18.496593,0.161190,1.936765,1.502001,0,0.647216
Estonia,EST,1971,25248327,18.048607,6.142492,0.634412,0.308201,0.114615,0,18.365171
Faeroe Islands,FRO,1971,260144,0.003664,0.256480,0,0,0,0,6.694218
Fiji,FJI,1971,549271,0.003689,0.505337,0,0.040245,0,0,1.020950
Finland,FIN,1971,40536760,7.778672,31.854816,0,0.903272,0,0,8.788602
France,FRA,1971,493421643,141.983277,307.762764,23.807945,14.184571,5.683086,0,9.680496
Georgia,GEO,1971,10240582,1.224540,5.477543,3.161818,0.253133,0.123548,0,2.116989
Germany,DEU,1971,1037236782,588.132211,384.682002,40.182946,24.239623,0,0,13.211289
Ghana,GHA,1971,2291524,0.014656,2.015200,0,0.261668,0,0,0.251570
Greece,GRC,1971,27749511,6.690464,18.341984,0,2.717063,0,0,3.235676
Greenland,GRL,1971,468992,0.072712,0.396280,0,0,0,0,10.090406
Hong Kong,HKG,1971,9150591,0.076975,8.819114,0,0.254502,0,0,2.271404
Hungary,HUN,1971,69203583,42.216608,18.378624,6.994576,1.331647,0.282128,0,6.689333
Iceland,ISL,1971,1472206,0.003664,1.410640,0,0.057902,0,0,7.140701
India,IND,1971,191963855,126.966668,55.442660,1.084525,7.052059,1.417943,0,0.336779
Indonesia,IDN,1971,38955265,0.553264,31.576352,2.711360,0.241441,3.872848,0,0.329161
Iran,IRN,1971,101627830,1.428960,39.355024,18.026880,1.410102,41.406864,0,3.471645
Iraq,IRQ,1971,28831857,0.010989,12.502055,1.776589,0.915607,13.626618,0,2.839199
Ireland,IRL,1971,22476181,8.222016,13.509168,0,0.744997,0,0,7.569274
Israel,ISR,1971,16218947,0.021984,15.297200,0.216176,0.683587,0,0,5.373033
Italy,ITA,1971,311049181,30.707984,239.724528,25.054432,15.562237,0,0,5.799251
Jamaica,JAM,1971,5747217,0.003664,5.532640,0,0.210913,0,0,3.047074
Japan,JPN,1971,796544280,206.384843,552.755827,8.093739,29.269567,0.040304,0,7.459023
Kazakhstan,KAZ,1971,166373745,118.974775,37.628895,5.478663,3.114370,1.177042,0,13.369433
Kenya,KEN,1971,3679111,0.216176,3.070432,0,0.392503,0,0,0.309209
Kyrgyzstan,KGZ,1971,14304632,7.167256,5.433280,0.929934,0.558248,0.215914,0,4.631026
Latvia,LVA,1971,16735751,2.682005,12.259676,1.517297,0.204010,0.072764,0,6.920467
Lebanon,LBN,1971,5300639,0.010992,4.576336,0,0.713311,0,0,2.170492
Libya,LBY,1971,21628295,0.003664,2.634416,0,0.036343,18.953872,0,11.044311
Lithuania,LTU,1971,25984431,3.055687,18.793402,2.982908,0.784277,0.368157,0,8.010800
Luxembourg,LUX,1971,13194012,8.793600,4.202608,0.062288,0.135516,0,0,38.582254
Macao,MAC,1971,227168,0.007448,0.219720,0,0,0,0,0.909283
Madagascar,MDG,1971,1025624,0.062066,0.927344,0,0.036214,0,0,0.149935
Malawi,MWI,1971,501701,0.120912,0.348080,0,0.032709,0,0,0.105789
Malaysia,MYS,1971,16662594,0.153888,14.982096,0.164880,0.544658,0.817072,0,1.579010
Mauritania,MRT,1971,399376,0.014656,0.384720,0,0,0,0,0.345373
Mauritius,MUS,1971,395712,0.003664,0.392048,0,0,0,0,0.469737
Mexico,MEX,1971,126186804,7.426928,84.935184,20.086048,3.618676,10.119968,0,2.431454
Moldova,MDA,1971,26044684,8.041312,14.951132,2.258933,0.645638,0.147670,0,6.942774
Mongolia,MNG,1971,3032441,2.091005,0.895097,0,0.046338,0,0,2.283841
Montenegro,MNE,1971,1132183,0.849090,0.283093,0,0,0,0,2.114308
Morocco,MAR,1971,8186280,1.270840,6.090509,0.098884,0.726047,0,0,0.522174
Mozambique,MOZ,1971,3611010,1.659792,1.744064,0,0.207154,0,0,0.418770
Myanmar,MMR,1971,5099486,0.600896,3.931472,0.128240,0.098126,0.340752,0,0.182679
Nepal,NPL,1971,197856,0.032976,0.164880,0,0,0,0,0.015488
Netherlands,NLD,1971,140666141,13.069488,79.816576,45.763360,1.921453,0.095264,0,10.667264
New Caledonia,NCL,1971,2418240,0.916000,1.502240,0,0,0,0,20.884164
New Zealand,NZL,1971,15049003,4.538591,9.809803,0.263744,0.411224,0.025642,0,5.245593
Nigeria,NGA,1971,32251517,0.549662,6.405400,0.351784,0.327123,24.617548,0,0.567433
North Korea,PRK,1971,107453014,102.980384,2.095808,0,2.376822,0,0,6.985803
North Macedonia,MKD,1971,8384597,5.304932,2.874142,0,0.205523,0,0,4.993768
Norway,NOR,1971,27166021,3.462947,22.140873,0,1.356989,0.205212,0,6.960223
Pakistan,PAK,1971,19440705,3.751905,9.008171,4.339144,1.307295,1.034190,0,0.319335
Panama,PAN,1971,2600311,0.003664,2.458544,0,0.138103,0,0,1.667858
Peru,PER,1971,18590718,0.479984,15.396128,0.721808,0.714062,1.278736,0,1.336311
Philippines,PHL,1971,27551672,0.076944,25.933792,0,1.540936,0,0,0.717085
Poland,POL,1971,312880813,267.827408,27.322448,11.321760,6.409197,0,0,9.565078
Portugal,PRT,1971,16375692,2.341296,12.827664,0,1.206732,0,0,1.882151
Romania,ROU,1971,125681456,32.982367,35.913481,52.584196,4.201412,0,0,6.238766
Russia,RUS,1971,1528854776,716.493336,518.809940,250.638369,29.731883,13.181248,0,11.695676
Saint Pierre and Miquelon,SPM,1971,47632,0.010992,0.036640,0,0,0,0,8.460391
Serbia,SRB,1971,33363019,26.300655,5.080993,1.009700,0.971671,0,0,4.606368
Singapore,SGP,1971,16275421,0.014659,16.260762,0,0,0,0,7.765361
Slovakia,SVK,1971,51764024,36.707618,11.379583,2.358156,1.318667,0,0,11.357982
Slovenia,SVN,1971,9465385,4.328824,4.537445,0.249908,0.349208,0,0,5.393747
South Africa,ZAF,1971,168403484,133.424560,32.089312,0,2.889612,0,0,7.311895
South Korea,KOR,1971,58533736,23.541200,31.602000,0,3.390536,0,0,1.758384
South Sudan,SSD,1971,414662,0.000283,0.414379,0,0,0,0,0.122074
Spain,ESP,1971,128458554,35.130432,84.077808,0.817072,8.433242,0,0,3.763402
Sri Lanka,LKA,1971,3193463,0.036640,2.967840,0,0.188983,0,0,0.252355
Sudan,SDN,1971,4564138,0.003383,4.465385,0,0.095370,0,0,0.391136
Suriname,SUR,1971,1714544,0.084272,1.604832,0,0.025440,0,0,4.373547
Swaziland,SWZ,1971,399376,0.399376,0,0,0,0,0,0.877917
Sweden,SWE,1971,84508866,6.316736,76.236848,0,1.955282,0,0,10.467025
Switzerland,CHE,1971,41888012,1.461936,37.643936,0.201520,2.580620,0,0,6.741226
Syria,SYR,1971,8874187,0.018320,8.024160,0,0.450651,0.381056,0,1.357215
Taiwan,TWN,1971,31474938,9.475104,17.477280,2.029856,2.492698,0,0,2.058253
Tajikistan,TJK,1971,8173260,1.952755,4.847783,1.083638,0.200903,0.088181,0,2.648530
Tanzania,TZA,1971,2461495,0.010992,2.363280,0,0.087223,0,0,0.174671
Thailand,THA,1971,19202178,0.527717,17.319364,0,1.355098,0,0,0.521685
Tunisia,TUN,1971,4207590,0.252596,3.664475,0.003661,0.286859,0,0,0.811956
Turkey,TUR,1971,47638158,17.700784,26.234240,0,3.703134,0,0,1.310182
Turkmenistan,TKM,1971,21114873,1.381473,12.072113,6.825627,0.558312,0.277348,0,9.324570
Ukraine,UKR,1971,484178291,289.369376,126.458355,56.344619,8.076425,3.929515,0,10.172292
United Kingdom,GBR,1971,660388217,341.418848,269.542160,37.226240,8.749481,3.451488,0,11.818837
Uruguay,URY,1971,5801934,0.095264,5.481344,0,0.225326,0,0,2.068063
Afghanistan,AFG,1972,1530347,0.190528,0.626544,0.300448,0.046427,0.366400,0,0.135588
Albania,ALB,1972,5637977,1.080880,4.081696,0.278464,0.196937,0,0,2.296368
Algeria,DZA,1972,28322640,0.648528,7.258384,3.136384,0.457920,16.821424,0,1.961436
Angola,AGO,1972,4500532,0.007322,2.474850,0.109831,0.308663,1.599866,0,0.707105
Argentina,ARG,1972,90066762,2.857920,69.297232,12.468592,2.698682,2.744336,0,3.659347
Armenia,ARM,1972,5808817,0.853471,3.347536,1.304552,0.213858,0.089400,0,2.193622
Australia,AUS,1972,157335653,77.737234,71.317757,5.844216,2.436446,0,0,11.829474
Austria,AUT,1972,56071169,15.634288,30.268304,7.082512,3.086065,0,0,7.434447
Azerbaijan,AZE,1972,34984299,0.408948,22.237727,11.724787,0.419116,0.193720,0,6.213528
Bangladesh,BGD,1972,3505921,0.355408,2.425568,0.714480,0.010465,0,0,0.050556
Belarus,BLR,1972,73433204,8.105864,57.265167,6.451324,1.172820,0.438029,0,7.892700
Belgium,BEL,1972,130637673,42.129853,71.468323,13.597485,3.442012,0,0,13.467388
Bosnia and Herzegovina,BIH,1972,10753007,9.051514,1.441282,0.182292,0.077919,0,0,2.755842
Botswana,BWA,1972,21984,0.021984,0,0,0,0,0,0.035085
Brazil,BRA,1972,113714100,9.372512,97.726208,0.274800,5.116804,1.223776,0,1.123719
Bulgaria,BGR,1972,66078922,32.807456,30.979120,0.381056,1.911290,0,0,7.595145
Cambodia,KHM,1972,91600,0.014656,0.076944,0,0,0,0,0.013538
Cameroon,CMR,1972,860357,0.003664,0.773104,0,0.083589,0,0,0.126347
Canada,CAN,1972,380791685,62.155498,233.317611,76.485264,4.476858,4.356454,0,17.135627
Chile,CHL,1972,28137898,4.357063,16.288599,2.554140,0.657988,4.280109,0,2.773364
China,CHN,1972,968645596,770.721770,138.327537,9.280949,14.717164,1.022260,34.575917,1.122624
Colombia,COL,1972,31425179,6.689685,18.585307,3.535348,1.490122,1.124717,0,1.435067
Croatia,HRV,1972,11628466,1.207961,8.318375,1.134140,0.967990,0,0,2.569017
Cuba,CUB,1972,20777370,0.139207,19.895676,0.014653,0.727833,0,0,2.265974
Cyprus,CYP,1972,2405937,0.007328,2.187408,0,0.211201,0,0,3.715045
Czech Republic,CZE,1972,163451029,130.988996,27.293628,2.542492,2.625913,0,0,16.591865
Democratic Republic of the Congo,COD,1972,3017204,0.850048,1.930928,0,0.236228,0,0,0.141830
Denmark,DNK,1972,59594058,5.327456,52.790912,0,1.431722,0.043968,0,11.964089
Dominican Republic,DOM,1972,4668866,0.003664,4.330848,0,0.334354,0,0,0.988161
Egypt,EGY,1972,25474998,0.937849,21.303098,0.135549,1.889556,1.208946,0,0.701196
Estonia,EST,1972,26571408,18.742303,6.721300,0.672310,0.325061,0.110434,0,19.148867
Faeroe Islands,FRO,1972,234496,0.003608,0.230888,0,0,0,0,5.966212
Finland,FIN,1972,44106083,8.811920,34.324352,0,0.969811,0,0,9.505968
France,FRA,1972,513987332,125.761917,339.873775,28.270571,14.528832,5.552238,0,9.997738
Georgia,GEO,1972,10781835,1.245832,5.872210,3.282780,0.264385,0.116628,0,2.213748
Germany,DEU,1972,1041480969,553.577158,410.007486,52.651495,25.244830,0,0,13.243055
Ghana,GHA,1972,2420240,0.014656,2.202064,0,0.203520,0,0,0.258408
Greece,GRC,1972,31477311,6.965264,21.452720,0,3.059327,0,0,3.653073
Greenland,GRL,1972,553264,0.018320,0.534944,0,0,0,0,11.710282
Hong Kong,HKG,1972,9275585,0.054938,9.017207,0,0.203440,0,0,2.246811
Hungary,HUN,1972,69341580,40.426441,19.638003,7.650028,1.447582,0.179527,0,6.682484
Iceland,ISL,1972,1482832,0.003655,1.414475,0,0.064702,0,0,7.088412
India,IND,1972,203036163,134.376967,58.877807,1.205476,7.363109,1.212804,0,0.348358
Indonesia,IDN,1972,43306282,0.523952,34.562512,1.996880,0.298250,5.924688,0,0.356418
Iran,IRN,1972,106015193,2.425484,38.034670,17.465684,1.668079,46.421276,0,3.520746
Iraq,IRQ,1972,29520481,0.007327,14.302481,1.795137,0.941163,12.474372,0,2.809517
Ireland,IRL,1972,22036418,7.712720,13.589776,0,0.733922,0,0,7.311358
Israel,ISR,1972,16890887,0.018320,15.916416,0.216176,0.739975,0,0,5.412098
Italy,ITA,1972,328237476,29.121472,253.955504,28.949264,16.211236,0,0,6.078987
Jamaica,JAM,1972,6282311,0.003664,6.071248,0,0.207399,0,0,3.280068
Japan,JPN,1972,852170216,200.215616,611.364048,7.983856,32.529752,0.076944,0,7.874395
Kazakhstan,KAZ,1972,174936218,123.655577,41.210673,5.811017,3.123852,1.135100,0,13.870620
Kenya,KEN,1972,3865945,0.106256,3.363552,0,0.396137,0,0,0.313720
Kyrgyzstan,KGZ,1972,15055053,7.386826,5.900605,0.978083,0.583063,0.206476,0,4.767933
Latvia,LVA,1972,17618459,2.710961,13.057862,1.565139,0.216253,0.068244,0,7.225166
Lebanon,LBN,1972,5653358,0.018308,4.866341,0,0.768709,0,0,2.255961
Libya,LBY,1972,15220018,0.003664,3.195008,0,0.029074,11.992272,0,7.561630
Lithuania,LTU,1972,27391328,3.090770,20.030543,3.079048,0.845445,0.345521,0,8.360461
Luxembourg,LUX,1972,13493196,8.669024,4.393136,0.267472,0.163564,0,0,38.988775
Macao,MAC,1972,230832,0.003664,0.227168,0,0,0,0,0.928270
Madagascar,MDG,1972,1285797,0.054960,1.198128,0,0.032709,0,0,0.182354
Malawi,MWI,1972,545637,0.140173,0.368876,0,0.036588,0,0,0.112133
Malaysia,MYS,1972,17900625,0.032983,15.916010,0.227215,0.581015,1.143402,0,1.657217
Mauritania,MRT,1972,447008,0.014777,0.432231,0,0,0,0,0.375203
Mauritius,MUS,1972,688832,0.003645,0.685187,0,0,0,0,0.806561
Mexico,MEX,1972,132271259,8.152400,89.892576,21.555312,4.207131,8.463840,0,2.470354
Moldova,MDA,1972,27412347,8.194014,16.053632,2.349048,0.676034,0.139619,0,7.230909
Mongolia,MNG,1972,3275900,2.246032,0.963632,0,0.066236,0,0,2.401976
Montenegro,MNE,1972,1061159,0.803634,0.257525,0,0,0,0,1.960517
Morocco,MAR,1972,8027626,1.587235,5.579150,0.106304,0.754936,0,0,0.499186
Mozambique,MOZ,1972,3295698,1.425296,1.637808,0,0.232594,0,0,0.371950
Myanmar,MMR,1972,4894302,0.381056,3.799568,0.197856,0.098126,0.417696,0,0.171417
Nepal,NPL,1972,267472,0.062288,0.205184,0,0,0,0,0.020492
Netherlands,NLD,1972,157495367,10.343472,86.107664,59.151616,1.833991,0.058624,0,11.820271
New Caledonia,NCL,1972,1703760,0.322432,1.381328,0,0,0,0,14.096272
New Zealand,NZL,1972,16189595,4.660608,10.614608,0.421360,0.452715,0.040304,0,5.542715
Nigeria,NGA,1972,41387602,0.857300,7.034257,0.523906,0.563264,32.408875,0,0.711447
North Korea,PRK,1972,89504899,84.697024,2.205728,0,2.602147,0,0,5.676233
North Macedonia,MKD,1972,7858622,5.008821,2.608250,0,0.241551,0,0,4.618649
Norway,NOR,1972,29394999,3.085088,23.900272,0,1.350743,1.058896,0,7.473931
Pakistan,PAK,1972,18903049,2.513504,9.284576,5.408064,1.286537,0.410368,0,0.302402
Panama,PAN,1972,2798197,0.021984,2.641744,0,0.134469,0,0,1.745985
Peru,PER,1972,18147973,0.432352,14.901488,0.703488,0.798933,1.311712,0,1.269761
Philippines,PHL,1972,26409366,0.076944,24.896880,0,1.435542,0,0,0.670076
Poland,POL,1972,329506377,280.944528,30.037472,11.732128,6.792249,0,0,9.991279
Portugal,PRT,1972,18307311,1.641472,15.308192,0,1.357647,0,0,2.072542
Romania,ROU,1972,132254213,35.423552,37.757520,54.542304,4.530837,0,0,6.488721
Russia,RUS,1972,1608549740,738.374945,563.381406,263.591290,30.598216,12.603883,0,12.236371
Saint Pierre and Miquelon,SPM,1972,69616,0.003664,0.065952,0,0,0,0,12.157876
Serbia,SRB,1972,31269781,24.388939,4.528563,1.240800,1.111479,0,0,4.285820
Singapore,SGP,1972,21720192,0.010992,21.709200,0,0,0,0,10.189786
Slovakia,SVK,1972,52245983,35.950505,12.412937,2.564005,1.318535,0,0,11.364829
Slovenia,SVN,1972,8857557,4.057404,4.087663,0.310414,0.402077,0,0,5.005092
South Africa,ZAF,1972,171553582,137.862384,30.678017,0,3.013181,0,0,7.239004
South Korea,KOR,1972,60247062,24.517998,32.538006,0,3.191058,0,0,1.773180
Spain,ESP,1972,144716261,36.184749,97.342691,1.626775,9.562046,0,0,4.192831
Sri Lanka,LKA,1972,3537879,0.003664,3.345232,0,0.188983,0,0,0.273947
Suriname,SUR,1972,1743826,0.084272,1.630480,0,0.029074,0,0,4.386664
Swaziland,SWZ,1972,381056,0.381056,0,0,0,0,0,0.815072
Sweden,SWE,1972,84703225,5.422720,77.358032,0,1.922473,0,0,10.434367
Switzerland,CHE,1972,42915935,1.300720,38.534288,0.256480,2.824447,0,0,6.854318
Syria,SYR,1972,7756279,0.003666,6.891574,0,0.498132,0.362907,0,1.145930
Taiwan,TWN,1972,35871514,9.633639,20.996863,2.341535,2.899476,0,0,2.296892
Tajikistan,TJK,1972,8604495,1.987326,5.198691,1.125446,0.209764,0.083268,0,2.705424
Tanzania,TZA,1972,2164473,0.018320,2.029856,0,0.116297,0,0,0.148295
Thailand,THA,1972,21759532,0.414032,19.723312,0,1.622188,0,0,0.575126
Tunisia,TUN,1972,4731360,0.352016,3.985853,0.044002,0.309153,0.040335,0,0.889329
Turkey,TUR,1972,53721839,18.901289,30.713221,0,4.107329,0,0,1.444600
Turkmenistan,TKM,1972,22233330,1.402526,12.914612,7.071799,0.583130,0.261263,0,9.548865
Ukraine,UKR,1972,509412905,299.724977,138.021683,59.558194,8.331526,3.776525,0,10.618479
United Kingdom,GBR,1972,648026312,293.154634,289.347715,52.659306,8.922170,3.942486,0,11.560067
Uruguay,URY,1972,6069376,0.087936,5.752480,0,0.228960,0,0,2.151432
Afghanistan,AFG,1973,1635454,0.310745,0.701918,0.332680,0.067106,0.223005,0,0.141288
Albania,ALB,1973,5286406,1.168816,3.495456,0.366400,0.255734,0,0,2.097417
Algeria,DZA,1973,38277401,0.820736,9.376176,3.147376,0.497897,24.435216,0,2.588678
Angola,AGO,1973,4873664,0.021984,2.509840,0.124576,0.381600,1.835664,0,0.740878
Argentina,ARG,1973,93976081,2.879904,71.209840,14.187008,2.570273,3.129056,0,3.755950
Armenia,ARM,1973,6062725,0.846505,3.530728,1.353486,0.227652,0.104355,0,2.239770
Australia,AUS,1973,170827567,79.713984,82.036960,6.485280,2.591343,0,0,12.641423
Austria,AUT,1973,60015526,15.854128,33.521936,7.621120,3.018342,0,0,7.913416
Azerbaijan,AZE,1973,36480176,0.403255,23.318496,12.093966,0.439647,0.224812,0,6.367562
Bahamas,BHS,1973,7862745,0.014656,7.375632,0,0.472457,0,0,40.621115
Bahrain,BHR,1973,5517984,0.036640,2.407248,3.074096,0,0,0,21.501543
Bangladesh,BGD,1973,4549694,0.461664,2.931200,1.143168,0.013662,0,0,0.063950
Belarus,BLR,1973,76558026,8.007906,60.160067,6.666843,1.213932,0.509278,0,8.170919
Belgium,BEL,1973,138639153,45.238213,73.629800,16.381311,3.389828,0,0,14.251587
Bosnia and Herzegovina,BIH,1973,12844666,9.958571,2.576519,0.215314,0.094260,0,0,3.257461
Botswana,BWA,1973,51296,0.051296,0,0,0,0,0,0.078047
Brazil,BRA,1973,131702076,9.009776,115.364704,0.377392,6.023212,0.926992,0,1.270435
Bulgaria,BGR,1973,68717268,33.534805,32.769070,0.384700,2.028693,0,0,7.850272
Cameroon,CMR,1973,896911,0.003649,0.799154,0,0.094107,0,0,0.128154
Canada,CAN,1973,381273198,52.014144,238.174656,81.868416,4.995054,4.220928,0,16.943947
Chile,CHL,1973,27586854,4.671600,15.421776,2.264352,0.641798,4.587328,0,2.676298
China,CHN,1973,1008292576,783.741289,158.819143,11.468277,15.455909,1.264075,37.543884,1.143640
Colombia,COL,1973,33630756,7.767680,19.569424,3.685984,1.563428,1.044240,0,1.501620
Croatia,HRV,1973,13905122,0.987450,11.048659,0.995311,0.873702,0,0,3.060016
Cuba,CUB,1973,22375341,0.120892,21.482179,0.029307,0.742962,0,0,2.406488
Cyprus,CYP,1973,2503532,0.003664,2.271680,0,0.228188,0,0,3.847414
Czech Republic,CZE,1973,164108247,127.810720,30.829232,2.764400,2.703895,0,0,16.576103
Democratic Republic of the Congo,COD,1973,3189175,0.828064,2.095808,0,0.265303,0,0,0.145932
Denmark,DNK,1973,59222048,9.068400,48.639600,0,1.444432,0.069616,0,11.824117
Dominican Republic,DOM,1973,5958980,0.003664,5.668208,0,0.287108,0,0,1.228356
Egypt,EGY,1973,23761076,0.897680,19.426528,0.168544,1.788068,1.480256,0,0.640102
Estonia,EST,1973,27700382,19.184997,7.316278,0.719880,0.346189,0.133038,0,19.788121
Finland,FIN,1973,49320161,9.786544,38.515968,0,1.017649,0,0,10.569740
France,FRA,1973,538685198,120.367379,365.832982,32.413357,14.786985,5.284496,0,10.396503
Georgia,GEO,1973,11246215,1.235221,6.191346,3.404701,0.278859,0.136088,0,2.293484
Germany,DEU,1973,1085738380,561.925696,431.740112,67.751024,24.321548,0,0,13.801619
Ghana,GHA,1973,2471447,0.029312,2.227712,0,0.214423,0,0,0.256449
Greece,GRC,1973,37131214,8.493152,25.497776,0,3.140286,0,0,4.284508
Greenland,GRL,1973,556928,0.040304,0.516624,0,0,0,0,11.611133
Hong Kong,HKG,1973,9286457,0.021984,9.046416,0,0.218057,0,0,2.192915
Hungary,HUN,1973,72959706,39.992560,21.991328,9.042752,1.647274,0.285792,0,7.008275
Iceland,ISL,1973,1750026,0.003656,1.681921,0,0.064449,0,0,8.240304
India,IND,1973,209095226,137.809075,61.749392,1.168816,6.920663,1.447280,0,0.350768
Indonesia,IDN,1973,49098094,0.355408,38.713824,3.143712,0.366894,6.518256,0,0.393701
Iran,IRN,1973,129475309,2.663728,51.138448,19.188368,1.726285,54.758480,0,4.179063
Iraq,IRQ,1973,30612708,0.003664,12.926592,2.322976,0.897668,14.461808,0,2.815702
Ireland,IRL,1973,22846356,7.093504,14.963776,0,0.789076,0,0,7.461197
Israel,ISR,1973,19261169,0.010994,18.561685,0.095282,0.593208,0,0,5.992386
Italy,ITA,1973,353349131,29.417952,273.822542,32.697198,17.411440,0,0,6.497827
Jamaica,JAM,1973,8290351,0.003664,8.086448,0,0.200239,0,0,4.261690
Japan,JPN,1973,914265202,214.385162,651.025791,10.581674,38.191966,0.080608,0,8.335792
Kazakhstan,KAZ,1973,182201626,126.589158,44.863241,6.222812,3.158846,1.367569,0,14.245648
Kenya,KEN,1973,3913604,0.187039,3.333695,0,0.392870,0,0,0.306699
Kyrgyzstan,KGZ,1973,15697373,7.463388,6.339760,1.033726,0.614982,0.245516,0,4.867742
Latvia,LVA,1973,18374285,2.685586,13.755808,1.621887,0.231441,0.079563,0,7.478244
Lebanon,LBN,1973,7066733,0.036640,6.302080,0,0.728013,0,0,2.749872
Lithuania,LTU,1973,28605535,3.054067,21.047602,3.182585,0.919473,0.401808,0,8.649799
Luxembourg,LUX,1973,14175353,8.586194,4.890174,0.501838,0.197146,0,0,40.595422
Macao,MAC,1973,223504,0.003725,0.219779,0,0,0,0,0.901815
Madagascar,MDG,1973,1073256,0.032864,1.004173,0,0.036219,0,0,0.147657
Malawi,MWI,1973,571230,0.149267,0.378629,0,0.043334,0,0,0.114332
Malaysia,MYS,1973,17505127,0.128240,15.363152,0.227168,0.643399,1.143168,0,1.582361
Malta,MLT,1973,806080,0.003664,0.802416,0,0,0,0,2.549329
Mauritania,MRT,1973,468992,0.014656,0.454336,0,0,0,0,0.382115
Mauritius,MUS,1973,677840,0.003664,0.674176,0,0,0,0,0.783297
